t;a1;a2;a3;a4
5.379;1.199322;-0.387610;1.586932;-0.438167
5.380;1.373971;-0.117039;1.491010;-0.211504
5.381;1.846526;0.169410;1.677115;0.018040
5.382;2.307206;0.367782;1.939424;0.150221
5.383;2.416628;0.411133;2.005495;0.123590
5.384;2.083279;0.293788;1.789491;-0.060963
5.385;1.543641;0.071902;1.471739;-0.340522
5.386;1.171575;-0.159646;1.331221;-0.614161
5.387;1.181940;-0.304934;1.486874;-0.781435
5.388;1.483138;-0.304655;1.787793;-0.780658
5.389;1.794594;-0.159233;1.953827;-0.612329
5.390;1.907109;0.071472;1.835636;-0.338832
5.391;1.844508;0.291705;1.552803;-0.060539
5.392;1.789662;0.407494;1.382168;0.122488
5.393;1.864426;0.363907;1.500518;0.148585
5.394;1.988018;0.167478;1.820540;0.017808
5.395;1.957024;-0.114954;2.071978;-0.208370
5.396;1.671514;-0.380690;2.052204;-0.430815
5.397;1.283762;-0.529703;1.813465;-0.550839
5.398;1.110706;-0.502624;1.613331;-0.508078
5.399;1.371094;-0.303710;1.674803;-0.303681
5.400;1.978987;0.000000;1.978987;0.000000
5.401;2.585599;0.303088;2.282511;0.303077
5.402;2.843630;0.500560;2.343069;0.506059
5.403;2.669900;0.526417;2.143483;0.547559
5.404;2.283990;0.377477;1.906514;0.427398
5.405;2.000752;0.113585;1.887167;0.206306
5.406;1.969866;-0.165713;2.135579;-0.017597
5.407;2.091410;-0.359034;2.450444;-0.146529
5.408;2.164664;-0.401103;2.565767;-0.120552
5.409;2.110830;-0.286417;2.397246;0.059464
5.410;2.049912;-0.069780;2.119692;0.332152
5.411;2.160291;0.156231;2.004060;0.599065
5.412;2.463789;0.298030;2.165759;0.762228
5.413;2.755583;0.297757;2.457826;0.761470
5.414;2.763546;0.155825;2.607721;0.597278
5.415;2.400987;-0.069363;2.470350;0.330503
5.416;1.878048;-0.284386;2.162434;0.059051
5.417;1.556308;-0.397552;1.953860;-0.119477
5.418;1.662071;-0.355250;2.017321;-0.144933
5.419;2.104878;-0.163821;2.268699;-0.017370
5.420;2.557572;0.111562;2.446011;0.203248
5.421;2.723923;0.370738;2.353185;0.420225
5.422;2.558373;0.516145;2.042228;0.537299
5.423;2.254852;0.489863;1.764989;0.495589
5.424;2.035771;0.296026;1.739745;0.296217
5.425;1.949456;0.000000;1.949456;0.000000
5.426;1.863277;-0.295420;2.158697;-0.295627
5.427;1.645221;-0.487852;2.133072;-0.493619
5.428;1.344254;-0.512943;1.857197;-0.534099
5.429;1.181478;-0.367609;1.549088;-0.416892
5.430;1.347830;-0.110233;1.458063;-0.201235
5.431;1.796122;0.162093;1.634029;0.017164
5.432;2.232641;0.350491;1.882149;0.142927
5.433;2.335845;0.391317;1.944528;0.117589
5.434;2.019142;0.279230;1.739912;-0.058003
5.435;1.506724;0.067721;1.439003;-0.323988
5.436;1.153011;-0.152884;1.305894;-0.584339
5.437;1.161898;-0.291277;1.453175;-0.743491
5.438;1.446984;-0.291010;1.737994;-0.742751
5.439;1.742668;-0.152487;1.895154;-0.582596
5.440;1.850605;0.067316;1.783289;-0.322379
5.441;1.792846;0.277251;1.515595;-0.057600
5.442;1.741987;0.387852;1.354135;0.116540
5.443;1.813053;0.346797;1.466257;0.141370
5.444;1.929545;0.160240;1.769305;0.016943
5.445;1.899180;-0.108269;2.007449;-0.198252
5.446;1.627825;-0.361048;1.988874;-0.409895
5.447;1.260100;-0.502934;1.763035;-0.524091
5.448;1.096323;-0.477426;1.573749;-0.483406
5.449;1.343575;-0.288537;1.632112;-0.288935
5.450;1.920232;0.000000;1.920232;0.000000
5.451;2.495674;0.287946;2.207728;0.288360
5.452;2.740690;0.475466;2.265224;0.481484
5.453;2.576270;0.499815;2.076455;0.520969
5.454;2.210290;0.358001;1.852289;0.406643
5.455;1.941095;0.106980;1.834115;0.196287
5.456;1.910842;-0.158548;2.069390;-0.016742
5.457;2.025403;-0.342149;2.367552;-0.139413
5.458;2.095036;-0.381768;2.476804;-0.114698
5.459;2.045117;-0.272224;2.317341;0.056577
5.460;1.988918;-0.065722;2.054640;0.316022
5.461;2.094798;0.149604;1.945194;0.569973
5.462;2.382920;0.284672;2.098247;0.725212
5.463;2.659094;0.284411;2.374682;0.724491
5.464;2.665723;0.149215;2.516508;0.568273
5.465;2.321049;-0.065330;2.386379;0.314453
5.466;1.824489;-0.270294;2.094783;0.056184
5.467;1.518815;-0.378387;1.897202;-0.113675
5.468;1.618571;-0.338541;1.957113;-0.137895
5.469;2.038154;-0.156733;2.194887;-0.016527
5.470;2.467607;0.105074;2.362533;0.193377
5.471;2.626059;0.351612;2.274447;0.399817
5.472;2.469925;0.490063;1.979862;0.511205
5.473;2.182491;0.465306;1.717186;0.471521
5.474;1.974283;0.281237;1.693046;0.281831
5.475;1.891315;0.000000;1.891315;0.000000
5.476;1.808479;-0.280661;2.089140;-0.281270
5.477;1.601246;-0.463395;2.064641;-0.469646
5.478;1.316235;-0.487023;1.803259;-0.508160
5.479;1.162727;-0.348646;1.511373;-0.396645
5.480;1.321173;-0.103822;1.424995;-0.191461
5.481;1.746446;0.155076;1.591371;0.016330
5.482;2.160070;0.334003;1.826067;0.135986
5.483;2.257407;0.372451;1.884957;0.111878
5.484;1.956522;0.265394;1.691128;-0.055186
5.485;1.469954;0.063782;1.406172;-0.308252
5.486;1.133692;-0.146390;1.280082;-0.555959
5.487;1.141224;-0.278213;1.419437;-0.707381
5.488;1.411057;-0.277957;1.689015;-0.706677
5.489;1.691765;-0.146009;1.837774;-0.554300
5.490;1.795298;0.063401;1.731896;-0.306721
5.491;1.742045;0.263512;1.478533;-0.054802
5.492;1.694907;0.369152;1.325755;0.110880
5.493;1.762455;0.330480;1.431975;0.134504
5.494;1.872247;0.153299;1.718947;0.016120
5.495;1.842525;-0.101973;1.944498;-0.188623
5.496;1.584625;-0.342424;1.927050;-0.389986
5.497;1.235893;-0.477522;1.713415;-0.498636
5.498;1.080898;-0.453493;1.534392;-0.459927
5.499;1.315678;-0.274123;1.589801;-0.274901
5.500;1.862705;0.000000;1.862705;0.000000
5.501;2.408577;0.273561;2.135016;0.274354
5.502;2.641235;0.451631;2.189604;0.458098
5.503;2.485628;0.474560;2.011068;0.495665
5.504;2.138550;0.339535;1.799014;0.386892
5.505;1.882701;0.100758;1.781943;0.186753
5.506;1.853097;-0.151676;2.004774;-0.015929
5.507;1.961068;-0.326049;2.287117;-0.132642
5.508;2.027256;-0.363359;2.390615;-0.109127
5.509;1.980989;-0.258735;2.239724;0.053829
5.510;1.929184;-0.061900;1.991084;0.300672
5.511;2.030733;0.143241;1.887492;0.542288
5.512;2.304256;0.271895;2.032360;0.689987
5.513;2.565643;0.271645;2.293998;0.689300
5.514;2.571055;0.142867;2.428187;0.540670
5.515;2.243387;-0.061530;2.304917;0.299179
5.516;1.771877;-0.256900;2.028777;0.053455
5.517;1.481470;-0.360141;1.841611;-0.108153
5.518;1.575558;-0.322608;1.898167;-0.131197
5.519;1.973135;-0.149937;2.123072;-0.015724
5.520;2.380538;0.098963;2.281575;0.183984
5.521;2.531463;0.333478;2.197985;0.380396
5.522;2.384214;0.465303;1.918911;0.486374
5.523;2.112015;0.441981;1.670033;0.448617
5.524;1.914139;0.267188;1.646951;0.268141
5.525;1.834399;0.000000;1.834399;0.000000
5.526;1.754786;-0.266641;2.021427;-0.267607
5.527;1.557839;-0.440167;1.998006;-0.446833
5.528;1.287938;-0.462417;1.750355;-0.483476
5.529;1.143174;-0.330664;1.473838;-0.377377
5.530;1.294086;-0.097784;1.391870;-0.182161
5.531;1.697523;0.148348;1.549175;0.015537
5.532;2.089451;0.318281;1.771169;0.129380
5.533;2.181253;0.354489;1.826764;0.106443
5.534;1.895398;0.252243;1.643155;-0.052505
5.535;1.433379;0.060073;1.373306;-0.293278
5.536;1.113708;-0.140156;1.253864;-0.528952
5.537;1.120003;-0.265717;1.385719;-0.673018
5.538;1.375395;-0.265472;1.640868;-0.672348
5.539;1.641884;-0.139790;1.781674;-0.527373
5.540;1.741177;0.059714;1.681463;-0.291821
5.541;1.692118;0.250454;1.441664;-0.052140
5.542;1.648451;0.351348;1.297102;0.105493
5.543;1.712651;0.314922;1.397729;0.127970
5.544;1.816122;0.146645;1.669477;0.015337
5.545;1.787057;-0.096042;1.883099;-0.179459
5.546;1.541944;-0.324766;1.866710;-0.371041
5.547;1.211225;-0.453397;1.664622;-0.474412
5.548;1.064543;-0.430762;1.495305;-0.437583
5.549;1.287481;-0.260429;1.547910;-0.261546
5.550;1.806399;0.000000;1.806399;0.000000
5.551;2.324222;0.259896;2.064326;0.261026
5.552;2.545145;0.428994;2.116152;0.435843
5.553;2.397880;0.450585;1.947295;0.471585
5.554;2.068728;0.322026;1.746701;0.368096
5.555;1.825565;0.094898;1.730667;0.177681
5.556;1.796621;-0.145089;1.941710;-0.015155
5.557;1.898374;-0.310697;2.209071;-0.126198
5.558;1.961284;-0.345833;2.307118;-0.103825
5.559;1.918425;-0.245914;2.164338;0.051213
5.560;1.870708;-0.058300;1.929008;0.286065
5.561;1.968090;0.137133;1.830957;0.515942
5.562;2.227750;0.259674;1.968076;0.656465
5.563;2.475140;0.259436;2.215705;0.655812
5.564;2.479442;0.136774;2.342668;0.514403
5.565;2.167943;-0.057951;2.225895;0.284644
5.566;1.720222;-0.244170;1.964392;0.050858
5.567;1.444322;-0.342769;1.787091;-0.102899
5.568;1.533062;-0.307416;1.840479;-0.124823
5.569;1.909786;-0.143421;2.053207;-0.014960
5.570;2.296271;0.093207;2.203064;0.175046
5.571;2.440024;0.316282;2.123742;0.361915
5.572;2.301159;0.441797;1.859362;0.462744
5.573;2.043386;0.419828;1.623558;0.426821
5.574;1.855328;0.253842;1.601486;0.255113
5.575;1.778702;0.000000;1.778702;0.000000
5.576;1.702197;-0.253322;1.955519;-0.254605
5.577;1.515024;-0.418105;1.933128;-0.425123
5.578;1.259430;-0.439057;1.698487;-0.459986
5.579;1.122917;-0.313615;1.436532;-0.359042
5.580;1.266651;-0.092097;1.358748;-0.173310
5.581;1.649372;0.141898;1.507473;0.014782
5.582;2.020742;0.303290;1.717451;0.123094
5.583;2.107321;0.337388;1.769933;0.101272
5.584;1.835747;0.239743;1.596004;-0.049954
5.585;1.397041;0.056579;1.340462;-0.279029
5.586;1.093147;-0.134171;1.227318;-0.503251
5.587;1.098309;-0.253765;1.352075;-0.640318
5.588;1.340033;-0.253532;1.593564;-0.639681
5.589;1.593021;-0.133820;1.726841;-0.501750
5.590;1.688234;0.056241;1.631993;-0.277642
5.591;1.643077;0.238044;1.405033;-0.049607
5.592;1.602645;0.334399;1.268247;0.100368
5.593;1.663662;0.300087;1.363575;0.121752
5.594;1.761169;0.140265;1.620903;0.014592
5.595;1.732769;-0.090456;1.823225;-0.170740
5.596;1.499811;-0.308022;1.807833;-0.353013
5.597;1.186175;-0.430494;1.616668;-0.451361
5.598;1.047362;-0.409172;1.456534;-0.416322
5.599;1.259054;-0.247421;1.506475;-0.248838
5.600;1.751308;0.000000;1.751308;0.000000
5.601;2.242524;0.246914;1.995609;0.248343
5.602;2.452304;0.407492;2.044812;0.414666
5.603;2.312936;0.427825;1.885111;0.448671
5.604;2.000784;0.305424;1.695359;0.350210
5.605;1.769678;0.089378;1.680299;0.169047
5.606;1.741403;-0.138774;1.880177;-0.014419
5.607;1.837290;-0.296059;2.133349;-0.120066
5.608;1.897082;-0.329148;2.226231;-0.098780
5.609;1.857399;-0.233728;2.091127;0.048725
5.610;1.813486;-0.054909;1.868395;0.272165
5.611;1.906859;0.131270;1.775589;0.490872
5.612;2.153358;0.247987;1.905371;0.624567
5.613;2.387498;0.247759;2.139740;0.623945
5.614;2.390789;0.130926;2.259863;0.489407
5.615;2.094664;-0.054581;2.149245;0.270812
5.616;1.669534;-0.232071;1.901605;0.048386
5.617;1.407418;-0.326231;1.733649;-0.097899
5.618;1.491112;-0.292931;1.784043;-0.118757
5.619;1.848077;-0.137176;1.985252;-0.014233
5.620;2.214717;0.087786;2.126932;0.166540
5.621;2.351636;0.299978;2.051658;0.344328
5.622;2.220681;0.419481;1.801199;0.440257
5.623;1.976570;0.398787;1.577783;0.406080
5.624;1.797841;0.241163;1.556679;0.242716
5.625;1.724216;0.000000;1.724216;0.000000
5.626;1.650708;-0.240669;1.891378;-0.242233
5.627;1.472822;-0.397150;1.869972;-0.404465
5.628;1.230778;-0.416880;1.647659;-0.437633
5.629;1.102049;-0.297449;1.399498;-0.341595
5.630;1.238944;-0.086740;1.325683;-0.164888
5.631;1.602011;0.135716;1.466295;0.014064
5.632;1.953901;0.288997;1.664904;0.117112
5.633;2.035554;0.321109;1.714445;0.096350
5.634;1.777550;0.227864;1.549686;-0.047526
5.635;1.360981;0.053288;1.307693;-0.265469
5.636;1.072087;-0.128428;1.200515;-0.478796
5.637;1.076217;-0.242336;1.318554;-0.609201
5.638;1.305001;-0.242113;1.547113;-0.608594
5.639;1.545170;-0.128091;1.673261;-0.477366
5.640;1.636459;0.052969;1.583490;-0.264150
5.641;1.594931;0.226248;1.368683;-0.047196
5.642;1.557516;0.318262;1.239254;0.095490
5.643;1.615504;0.285943;1.329561;0.115835
5.644;1.707384;0.134151;1.573233;0.013883
5.645;1.679658;-0.085194;1.764852;-0.162442
5.646;1.458251;-0.292145;1.750396;-0.335857
5.647;1.160815;-0.408751;1.569566;-0.429426
5.648;1.029451;-0.388666;1.418117;-0.396089
5.649;1.230465;-0.235063;1.465528;-0.236745
5.650;1.697426;0.000000;1.697426;0.000000
5.651;2.163402;0.234582;1.928820;0.236273
5.652;2.362602;0.387071;1.975531;0.394514
5.653;2.230708;0.406217;1.824491;0.426866
5.654;1.934678;0.289682;1.644996;0.333190
5.655;1.715032;0.084179;1.630852;0.160832
5.656;1.687432;-0.132722;1.820154;-0.013718
5.657;1.777785;-0.282103;2.059888;-0.114231
5.658;1.834612;-0.313264;2.147876;-0.093980
5.659;1.797890;-0.222146;2.020036;0.046357
5.660;1.757513;-0.051715;1.809228;0.258938
5.661;1.847031;0.125644;1.721386;0.467015
5.662;2.081035;0.236811;1.844224;0.594212
5.663;2.302632;0.236592;2.066040;0.593621
5.664;2.305005;0.125314;2.179691;0.465621
5.665;2.023497;-0.051406;2.074903;0.257651
5.666;1.619819;-0.220571;1.840390;0.046035
5.667;1.370800;-0.310487;1.681288;-0.093141
5.668;1.449734;-0.279121;1.728855;-0.112985
5.669;1.787975;-0.131190;1.919165;-0.013541
5.670;2.135790;0.082679;2.053111;0.158445
5.671;2.266197;0.284518;1.981679;0.327593
5.672;2.142705;0.398296;1.744408;0.418860
5.673;1.911531;0.378803;1.532728;0.386344
5.674;1.741668;0.229118;1.512550;0.230920
5.675;1.670936;0.000000;1.670936;0.000000
5.676;1.600316;-0.228649;1.828965;-0.230460
5.677;1.431255;-0.377248;1.808503;-0.384807
5.678;1.202042;-0.395827;1.597869;-0.416363
5.679;1.080656;-0.282120;1.362776;-0.324992
5.680;1.211035;-0.081694;1.292729;-0.156874
5.681;1.555459;0.129791;1.425668;0.013380
5.682;1.888890;0.275370;1.613520;0.111420
5.683;1.965894;0.305610;1.660284;0.091667
5.684;1.720784;0.216572;1.504211;-0.045216
5.685;1.325237;0.050188;1.275049;-0.252566
5.686;1.050604;-0.122917;1.173522;-0.455524
5.687;1.053795;-0.231408;1.285203;-0.579591
5.688;1.270329;-0.231194;1.501523;-0.579014
5.689;1.498328;-0.122594;1.620922;-0.454164
5.690;1.585843;0.049888;1.535955;-0.251311
5.691;1.547689;0.215037;1.332652;-0.044902
5.692;1.513085;0.302901;1.210184;0.090849
5.693;1.568193;0.272459;1.295734;0.110205
5.694;1.654765;0.128292;1.526474;0.013208
5.695;1.627716;-0.080238;1.707954;-0.154547
5.696;1.417288;-0.277091;1.694378;-0.319532
5.697;1.135216;-0.388110;1.523325;-0.408553
5.698;1.010901;-0.369190;1.380091;-0.376837
5.699;1.201777;-0.223324;1.425101;-0.225237
5.700;1.644745;0.000000;1.644745;0.000000
5.701;2.086778;0.222867;1.863911;0.224789
5.702;2.275932;0.367675;1.908258;0.375337
5.703;2.151113;0.385704;1.765409;0.406117
5.704;1.870373;0.274756;1.595618;0.316995
5.705;1.661618;0.079282;1.582336;0.153014
5.706;1.634697;-0.126922;1.761619;-0.013051
5.707;1.719830;-0.268797;1.988627;-0.108678
5.708;1.773835;-0.298143;2.071978;-0.089412
5.709;1.739874;-0.211139;1.951012;0.044104
5.710;1.702784;-0.048706;1.751491;0.246351
5.711;1.788595;0.120247;1.668348;0.444314
5.712;2.010735;0.226124;1.784611;0.565328
5.713;2.220460;0.225915;1.994544;0.564765
5.714;2.222000;0.119930;2.102070;0.442988
5.715;1.954389;-0.048415;2.002804;0.245126
5.716;1.571083;-0.209642;1.780725;0.043797
5.717;1.334509;-0.295499;1.630008;-0.088613
5.718;1.408950;-0.265954;1.674905;-0.107493
5.719;1.729450;-0.125454;1.854904;-0.012883
5.720;2.059406;0.077869;1.981537;0.150743
5.721;2.183608;0.269859;1.913750;0.311669
5.722;2.067157;0.378184;1.688973;0.398499
5.723;1.848234;0.359822;1.488413;0.367563
5.724;1.686796;0.217676;1.469120;0.219695
5.725;1.618852;0.000000;1.618852;0.000000
5.726;1.551016;-0.217230;1.768246;-0.219257
5.727;1.390341;-0.358345;1.748686;-0.366101
5.728;1.173277;-0.375840;1.549118;-0.396123
5.729;1.058820;-0.267585;1.326405;-0.309194
5.730;1.182990;-0.076941;1.259932;-0.149248
5.731;1.509728;0.124114;1.385614;0.012730
5.732;1.825669;0.262379;1.563290;0.106004
5.733;1.898287;0.290857;1.607430;0.087211
5.734;1.665428;0.205841;1.459586;-0.043018
5.735;1.289844;0.047268;1.242576;-0.240288
5.736;1.028770;-0.117631;1.146401;-0.433380
5.737;1.031107;-0.220958;1.252065;-0.551416
5.738;1.236045;-0.220754;1.456799;-0.550866
5.739;1.452489;-0.117320;1.569809;-0.432086
5.740;1.536376;0.046986;1.489390;-0.239094
5.741;1.501356;0.204382;1.296975;-0.042719
5.742;1.469372;0.288277;1.181095;0.086432
5.743;1.521740;0.259603;1.262137;0.104848
5.744;1.603306;0.122677;1.480629;0.012566
5.745;1.576935;-0.075570;1.652505;-0.147033
5.746;1.376942;-0.262816;1.639758;-0.303998
5.747;1.109441;-0.368514;1.477954;-0.388691
5.748;0.991798;-0.350692;1.342490;-0.358517
5.749;1.173048;-0.212171;1.385219;-0.214288
5.750;1.593256;0.000000;1.593256;0.000000
5.751;2.012577;0.211737;1.800840;0.213861
5.752;2.192193;0.349253;1.842940;0.357090
5.753;2.074070;0.366230;1.707840;0.386374
5.754;1.807831;0.260602;1.547229;0.301584
5.755;1.609426;0.074670;1.534756;0.145575
5.756;1.583186;-0.121365;1.704551;-0.012417
5.757;1.663395;-0.256112;1.919507;-0.103395
5.758;1.714717;-0.283748;1.998465;-0.085065
5.759;1.683327;-0.200677;1.884003;0.041959
5.760;1.649292;-0.045873;1.695165;0.234374
5.761;1.731538;0.115069;1.616470;0.422713
5.762;1.942416;0.215907;1.726508;0.537844
5.763;2.140902;0.215708;1.925194;0.537308
5.764;2.141688;0.114765;2.026924;0.421451
5.765;1.887291;-0.045598;1.932889;0.233209
5.766;1.523329;-0.199254;1.722583;0.041668
5.767;1.298579;-0.281231;1.579810;-0.084305
5.768;1.368783;-0.253402;1.622185;-0.102267
5.769;1.672472;-0.119959;1.792431;-0.012257
5.770;1.985485;0.073339;1.912147;0.143415
5.771;2.103776;0.255958;1.847818;0.296516
5.772;1.993969;0.359091;1.634878;0.379125
5.773;1.786647;0.341794;1.444853;0.349693
5.774;1.633214;0.206806;1.426408;0.209013
5.775;1.567956;0.000000;1.567956;0.000000
5.776;1.502802;-0.206383;1.709185;-0.208597
5.777;1.350096;-0.340391;1.690488;-0.348301
5.778;1.144537;-0.356866;1.501403;-0.376864
5.779;1.036617;-0.253802;1.290419;-0.294161
5.780;1.154872;-0.072465;1.227337;-0.141992
5.781;1.464831;0.118675;1.346156;0.012111
5.782;1.764200;0.249994;1.514206;0.100850
5.783;1.832680;0.276812;1.555868;0.082971
5.784;1.611460;0.195642;1.415819;-0.040927
5.785;1.254833;0.044518;1.210315;-0.228605
5.786;1.006650;-0.112560;1.119210;-0.412309
5.787;1.008212;-0.210969;1.219181;-0.524606
5.788;1.202174;-0.210773;1.412947;-0.524083
5.789;1.407647;-0.112262;1.519909;-0.411077
5.790;1.488046;0.044252;1.443794;-0.227469
5.791;1.455939;0.194255;1.261684;-0.040642
5.792;1.426394;0.274356;1.152038;0.082230
5.793;1.476158;0.247348;1.228810;0.099750
5.794;1.553001;0.117298;1.435702;0.011955
5.795;1.527309;-0.071173;1.598483;-0.139884
5.796;1.337233;-0.249280;1.586513;-0.289217
5.797;1.083549;-0.349910;1.433460;-0.369792
5.798;0.972223;-0.333122;1.305345;-0.341085
5.799;1.144332;-0.201577;1.345909;-0.203868
5.800;1.542950;0.000000;1.542950;0.000000
5.801;1.940728;0.201164;1.739564;0.203462
5.802;2.111286;0.331755;1.779531;0.339728
5.803;1.999501;0.347742;1.651759;0.367587
5.804;1.747013;0.247181;1.499833;0.286920
5.805;1.558447;0.070325;1.488121;0.138497
5.806;1.532887;-0.116042;1.648928;-0.011813
5.807;1.608451;-0.244020;1.852471;-0.098367
5.808;1.657221;-0.270045;1.927266;-0.080929
5.809;1.628227;-0.190733;1.818960;0.039919
5.810;1.597029;-0.043204;1.640233;0.222978
5.811;1.675850;0.110103;1.565747;0.402159
5.812;1.876034;0.206140;1.669894;0.511692
5.813;2.063882;0.205949;1.857933;0.511182
5.814;2.063988;0.109811;1.954177;0.400958
5.815;1.822153;-0.042945;1.865098;0.221869
5.816;1.476561;-0.189381;1.665942;0.039642
5.817;1.263045;-0.267649;1.530694;-0.080206
5.818;1.329251;-0.241436;1.570687;-0.097294
5.819;1.617011;-0.114694;1.731705;-0.011661
5.820;1.913952;0.069072;1.844880;0.136441
5.821;2.026611;0.242778;1.783834;0.282098
5.822;1.923071;0.340965;1.582106;0.360689
5.823;1.726734;0.324671;1.402063;0.332689
5.824;1.580909;0.196480;1.384429;0.198850
5.825;1.518238;0.000000;1.518238;0.000000
5.826;1.455667;-0.196078;1.651745;-0.198454
5.827;1.310534;-0.323339;1.633874;-0.331365
5.828;1.115870;-0.338852;1.454723;-0.358538
5.829;1.014116;-0.240733;1.254849;-0.279857
5.830;1.126736;-0.068249;1.194984;-0.135087
5.831;1.420779;0.113464;1.307314;0.011522
5.832;1.704444;0.238187;1.466257;0.095946
5.833;1.769020;0.263442;1.505578;0.078936
5.834;1.558860;0.185948;1.372912;-0.038936
5.835;1.220234;0.041928;1.178306;-0.217489
5.836;0.984307;-0.107696;1.092004;-0.392259
5.837;0.985167;-0.201419;1.186586;-0.499095
5.838;1.168739;-0.201232;1.369972;-0.498598
5.839;1.363797;-0.107411;1.471208;-0.391087
5.840;1.440844;0.041677;1.399167;-0.216407
5.841;1.411440;0.184630;1.226810;-0.038666
5.842;1.384167;0.261105;1.123063;0.078231
5.843;1.431453;0.235665;1.195788;0.094899
5.844;1.503842;0.112146;1.391696;0.011374
5.845;1.478829;-0.067032;1.545861;-0.133082
5.846;1.298178;-0.236445;1.534623;-0.275153
5.847;1.057598;-0.332249;1.389847;-0.351810
5.848;0.952249;-0.316435;1.268684;-0.324498
5.849;1.115679;-0.191512;1.307191;-0.193954
5.850;1.493818;0.000000;1.493818;0.000000
5.851;1.871159;0.191120;1.680039;0.193568
5.852;2.033117;0.315137;1.717981;0.323207
5.853;1.927332;0.330191;1.597141;0.349711
5.854;1.687885;0.234454;1.453430;0.272967
5.855;1.508668;0.066234;1.442434;0.131762
5.856;1.483787;-0.110942;1.594729;-0.011238
5.857;1.554970;-0.232493;1.787463;-0.093584
5.858;1.601314;-0.257000;1.858314;-0.076993
5.859;1.574549;-0.181283;1.755832;0.037978
5.860;1.545986;-0.040690;1.586676;0.212134
5.861;1.621515;0.105340;1.516175;0.382602
5.862;1.811547;0.196803;1.614744;0.486808
5.863;1.989326;0.196621;1.792706;0.486322
5.864;1.988820;0.105061;1.883759;0.381459
5.865;1.758927;-0.040447;1.799374;0.211079
5.866;1.430779;-0.179998;1.610777;0.037714
5.867;1.227937;-0.254720;1.482657;-0.076305
5.868;1.290370;-0.230030;1.520400;-0.092563
5.869;1.563037;-0.109652;1.672689;-0.011094
5.870;1.844732;0.065053;1.779679;0.129805
5.871;1.952025;0.230279;1.721746;0.268379
5.872;1.854398;0.323757;1.530641;0.343148
5.873;1.668464;0.308408;1.360056;0.316509
5.874;1.529868;0.186670;1.343198;0.189179
5.875;1.469688;0.000000;1.469688;0.000000
5.876;1.409606;-0.186288;1.595894;-0.188802
5.877;1.271669;-0.307143;1.578812;-0.315249
5.878;1.087321;-0.321751;1.409073;-0.341101
5.879;0.991384;-0.228340;1.219724;-0.266246
5.880;1.098635;-0.064278;1.162913;-0.128518
5.881;1.377579;0.108474;1.269106;0.010962
5.882;1.646365;0.226933;1.419433;0.091279
5.883;1.707259;0.250715;1.456544;0.075097
5.884;1.507607;0.176735;1.330872;-0.037043
5.885;1.186073;0.039488;1.146585;-0.206911
5.886;0.961798;-0.103033;1.064832;-0.373182
5.887;0.962025;-0.192290;1.154315;-0.474822
5.888;1.135762;-0.192112;1.327874;-0.474348
5.889;1.320931;-0.102760;1.423691;-0.372067
5.890;1.394757;0.039252;1.355505;-0.205882
5.891;1.367863;0.175482;1.192381;-0.036785
5.892;1.342705;0.248490;1.094214;0.074426
5.893;1.387635;0.224528;1.163107;0.090284
5.894;1.455823;0.107211;1.348612;0.010821
5.895;1.431484;-0.063132;1.494616;-0.126609
5.896;1.259791;-0.224275;1.484066;-0.261771
5.897;1.031638;-0.315482;1.347120;-0.334699
5.898;0.931947;-0.300586;1.232533;-0.308716
5.899;1.087136;-0.181951;1.269087;-0.184521
5.900;1.445848;0.000000;1.445848;0.000000
5.901;1.803805;0.181579;1.622226;0.184153
5.902;1.957597;0.299353;1.658244;0.307487
5.903;1.857489;0.313528;1.543961;0.332702
5.904;1.630409;0.222387;1.408023;0.259691
5.905;1.460079;0.062380;1.397699;0.125353
5.906;1.435872;-0.106058;1.541930;-0.010692
5.907;1.502924;-0.221504;1.724429;-0.089032
5.908;1.546961;-0.244583;1.791544;-0.073248
5.909;1.522272;-0.172301;1.694574;0.036131
5.910;1.496154;-0.038322;1.534476;0.201817
5.911;1.568520;0.100774;1.467746;0.363993
5.912;1.748914;0.187879;1.561035;0.463130
5.913;1.917162;0.187704;1.729458;0.462668
5.914;1.916106;0.100506;1.815600;0.362905
5.915;1.697568;-0.038093;1.735661;0.200813
5.916;1.385983;-0.171080;1.557062;0.035879
5.917;1.193283;-0.242413;1.435695;-0.072594
5.918;1.252157;-0.219157;1.471314;-0.088061
5.919;1.510523;-0.104822;1.615345;-0.010554
5.920;1.777754;0.061268;1.716487;0.123492
5.921;1.879936;0.218427;1.661508;0.255325
5.922;1.787885;0.307420;1.480466;0.326458
5.923;1.611803;0.292962;1.318841;0.301114
5.924;1.480077;0.177352;1.302725;0.179978
5.925;1.422296;0.000000;1.422296;0.000000
5.926;1.364609;-0.176989;1.541598;-0.179619
5.927;1.233510;-0.291760;1.525271;-0.299915
5.928;1.058932;-0.305516;1.364448;-0.324510
5.929;0.968482;-0.216589;1.185071;-0.253296
5.930;1.070619;-0.060538;1.131156;-0.122266
5.931;1.335240;0.103694;1.231546;0.010429
5.932;1.589927;0.216205;1.373722;0.086840
5.933;1.647347;0.238601;1.408746;0.071445
5.934;1.457678;0.167979;1.289699;-0.035241
5.935;1.152375;0.037191;1.115185;-0.196847
5.936;0.939178;-0.098562;1.037741;-0.355030
5.937;0.938834;-0.183566;1.122399;-0.451726
5.938;1.103262;-0.183395;1.286657;-0.451275
